[0, 0]:	aakkoset - алфавит
[580, 580]:	hohtaa - сверкать
[581, 581]:	hoitaa - заботиться, ухаживать, 2 обслуживать, заниматься
[582, 582]:	holvi - свод здания, арка
[583, 583]:	hopea - серебро
[584, 584]:	hopeaa - серебро (от hopea)
[585, 585]:	hopeakoru - серебряные украшения
[586, 586]:	hopeakoruja - серебряные украшения (от hopeakoru)
[587, 587]:	hopeanvärinen - серебристый
[588, 588]:	horkka, kuume - лихорадка
[589, 589]:	hosua - спешить, суетиться
[59, 59]:	ajoneuvolla - транспортом
[590, 590]:	hotelli - гостиница, отель
[591, 591]:	hotellihuone - номер
[592, 592]:	hotelliin - в гостиницу (от hotelli)
[593, 593]:	hotellissa - в гостинице (от hotelli)
[594, 594]:	hotellista - из гостиницы (от hotelli)
[595, 595]:	housut - брюки, штаны
[596, 596]:	hovimestari - метрдотель
[597, 597]:	huhtikuu - апрель
[598, 598]:	huippu - пик, высочайший класс
[599, 599]:	huipputaso - высший уровень
[6, 6]:	aamutakin - халат
[60, 60]:	ajotiellä - думать
[600, 600]:	huivi - платок, косынка, шарф
[601, 601]:	huivin - косынку (от huivi)
[602, 602]:	hukka - тонуть (человек, одушевленные)
[603, 603]:	hukkua - тонуть, утонуть, 2. пропадать, пропасть
[604, 604]:	hukuttaa - утопить
[605, 605]:	hulje - тюлень
[606, 606]:	hullu - глупый, дурацкий
[607, 607]:	hullumpaa - неплохо
[608, 608]:	hulmuta - развеваться
[609, 609]:	hunaja - мед
[61, 61]:	akka - баба (грубо)
[610, 610]:	hunajaa - меда (от hunaja)
[611, 611]:	huoata - вздохнуть
[612, 612]:	huokaan - вздыхаю
[613, 613]:	huolestunut - озабоченный
[614, 614]:	huolestuttaa - заботить, беспокоить, тревожить
[615, 615]:	huoleton - беззаботный, беспечный 
[616, 616]:	huoli - забота
[617, 617]:	huolimaton - неосторожный, небрежный
[618, 618]:	huolimatta - несмотря на
[619, 619]:	huolissanne - в ваших тревогах
[62, 62]:	akku - аккумулятор
[620, 620]:	huoltoasema - станция тех.обслуживания
[621, 621]:	huomata - замечать
[622, 622]:	huomattava - значительный, достопримечательный
[623, 623]:	huomenillalla - завтра вечером (от huomenilta)
[624, 624]:	huomenilta - завтрашний вечер
[625, 625]:	huomenna - завтра
[626, 626]:	huomenta - утро
[627, 627]:	huominen - завтра
[628, 628]:	huomio - внимание
[629, 629]:	huomisaamuna - завтра утром (от huomisaamu)
[63, 63]:	ala - область, отрасль
[630, 630]:	huomiseen - до завтра (от huominen)
[631, 631]:	huomiseksi - на завтра (от huominen)
[632, 632]:	huone - комната
[633, 633]:	huoneen - комнаты (от huone)
[634, 634]:	huoneeni - моей комнаты (от huone)
[635, 635]:	huoneenne - ваша комната (от huone)
[636, 636]:	huoneeseemme - в нашу комнату (от huone)
[637, 637]:	huoneeseeni - в мою комнату (от huone)
[638, 638]:	huoneeseenne - в вашу комнату (от huone)
[639, 639]:	huoneessa - в комнате (от huone)
[64, 64]:	alas - вниз
[640, 640]:	huoneestanne - из вашей комнаты (от huone)
[641, 641]:	huoneisto - квартира
[642, 642]:	huonekalut - мебель
[643, 643]:	huono - плохой
[644, 644]:	huonoa - плохо (от huono)
[645, 645]:	huonosti - плохо
[646, 646]:	hutilus - халтурщик, путаник
[647, 647]:	huuhdella - полоскать
[648, 648]:	huuli - губа
[649, 649]:	huulipuna - губная помада
[65, 65]:	alastonkuva - порнографическая открытка (фотография)
[650, 650]:	huulipunan - губную помаду (от huulipuna)
[651, 651]:	huurteinen - покрытый инеем
[652, 652]:	huvi - забава, развлечение
[653, 653]:	huvila - дача, вилла
[654, 654]:	huvipuisto - парк
[655, 655]:	hylje - тюлень hylkee (основа)
[656, 656]:	hylly - полка
[657, 657]:	hylätä - отклонять, отвергать
[658, 658]:	hyppiä - скакать, прыгать
[659, 659]:	hyppyri - трамплин
[66, 66]:	albuumi - альбом
[660, 660]:	hyppään - прыгаю
[661, 661]:	hypätä - прыгать
[662, 662]:	hytti - каюта
[663, 663]:	hyttynen - комар
[664, 664]:	hyvin - хорошо
[665, 665]:	hyvä - хороший, дорогой, добрый
[666, 666]:	hyväksyä - одобрять, принимать
[667, 667]:	hyväntahtoisuus - доброжелательность
[668, 668]:	hyvästeleminen - прощание
[669, 669]:	hyvästellä - прощаться
[67, 67]:	alentaa - снижать
[670, 670]:	hyvästi - прощайте
[671, 671]:	hyvät - дорогие (от hyvд)
[672, 672]:	hyvää - добрый
[673, 673]:	hyytelö - желе
[674, 674]:	hyödyllinen - полезный
[675, 675]:	hyödyllissiä - полезные (от hyцdyllinen)
[676, 676]:	hyökätä jonkun kimppuun - напасть на кого-нибудь
[677, 677]:	hyöty - польза, выгода
[678, 678]:	häiritsen - беспокою (от hдiritä)
[679, 679]:	häiritä - беспокоить, мешать
[68, 68]:	aleta - понижаться, снижаться
[680, 680]:	häkki - клетка (где сидит животное)
[681, 681]:	hälinä - шум, гам
[682, 682]:	hälistä - шуметь (о группе людей, детей)
[683, 683]:	hälytys - тревога
[684, 684]:	hämminki - суматоха, неразбериха
[685, 685]:	hämmästyä - удивляться, поражаться
[686, 686]:	hämähäkki - паук
[687, 687]:	hämärtää - смеркаться, темнеть
[688, 688]:	hämärä - сумрачный, сумерки
[689, 689]:	hän - он,она
[69, 69]:	alhaalla - внизу
[690, 690]:	hänen kanssaan - с ним
[691, 691]:	häntä - его,ее (от hдn)
[692, 692]:	härkä - бык
[693, 693]:	hätä - тревога
[694, 694]:	hätänä - тревога (от hдtä)
[695, 695]:	hävittäyä - истребитель
[696, 696]:	hävittää - уничтожать, разрушать, истреблять
[697, 697]:	hävitä - исчезать, пропадать, проигрывать
[698, 698]:	häät - свадьба
[699, 699]:	höperö - не в себе, не в порядке с головой, чекнутый
[7, 7]:	aamutakki - утренний халат
[70, 70]:	alhaalle - вниз
[700, 700]:	ihan - совсем, совершенно
[701, 701]:	ihana - прекрасный, чудесный
[702, 702]:	ihastua - обрадоваться
[703, 703]:	ihminen - человек
[704, 704]:	iho - кожа
[705, 705]:	ikinä - никогда
[706, 706]:	ikkuna - окно
[707, 707]:	ikoni - икона
[708, 708]:	ikuinen - вечный
[709, 709]:	ikä - возраст
[71, 71]:	alhaalta - снизу
[710, 710]:	ikäinen - возраста (от ikд)
[711, 711]:	ikävä - скучный
[712, 712]:	ikävöidä - скучать, тосковать
[713, 713]:	illaksi - на вечер (от ilta)
[714, 714]:	illalla - вечером (от ilta)
[715, 715]:	illallinen - ужин
[716, 716]:	illallisen - ужин (от illallinen)
[717, 717]:	illanvietto - вечеринка
[718, 718]:	ilma - воздух
[719, 719]:	ilmaista - выражать
[72, 72]:	alhainen - пониженное, низкий, невысокий
[720, 720]:	ilmaisu - выражение
[721, 721]:	ilmaisuja - выражения (от ilmaisu)
[722, 722]:	ilman - без
[723, 723]:	ilmanpaine - давление
[724, 724]:	ilmapallo - воздушный шар
[725, 725]:	ilmavirtaus - поток воздуха, ветер
[726, 726]:	ilmeinen - явный, очевидный
[727, 727]:	ilmestyä - появляться
[728, 728]:	ilmiö - явление
[729, 729]:	ilmoittaa - объявить
[73, 73]:	alin - нижний
[730, 730]:	ilmoittautua - записаться
[731, 731]:	ilmoittautumiskortin - бланк (от ilmoittautumiskortti)
[732, 732]:	ilmoittautumiskortti - бланк
[733, 733]:	iloinen - веселый
[734, 734]:	ilonpito - веселье, увеселение
[735, 735]:	iltaa - вечер
[736, 736]:	iltana - вечером (от ilta)
[737, 737]:	iltapäivä - вторая половина дня
[738, 738]:	imuke - мундштук
[739, 739]:	imuroida - пылесосить
[74, 74]:	alituinen - постоянный
[740, 740]:	innostua - увлекаться, воодушевляться
[741, 741]:	insinööri - инженер
[742, 742]:	instituutti - институт
[743, 743]:	into - воодушевление
[744, 744]:	irrota - отходить, отделяться
[745, 745]:	irti - оторвать, вывернуть, выключить
[746, 746]:	isi - отец (ласково)
[747, 747]:	isku - удар
[748, 748]:	iskunvaimentaja - амортизатор
[749, 749]:	iso - большой
[75, 75]:	alkaa - начинать
[750, 750]:	isoisä - дедушка
[751, 751]:	isovanhemmat - бабушка и дедушка
[752, 752]:	isoveli - старший брат
[753, 753]:	isoäiti - бабушка
[754, 754]:	istua - сидеть
[755, 755]:	istukaa - садитесь (от istua)
[756, 756]:	istunto - сессия
[757, 757]:	istuuko - сидит? (от istua)
[758, 758]:	isä - отец
[759, 759]:	isäntä - хозяин
[76, 76]:	alkeiskoulu - начальная школа
[760, 760]:	itkeä - плакать
[761, 761]:	itku kurkussa - со слезами в голосе
[762, 762]:	itse - сам, сама
[763, 763]:	itseensä - он сам
[764, 764]:	itsekin - себе тоже
[765, 765]:	itsekäs - себялюбивый, эгоистичный
[766, 766]:	itselleni - сам для себя
[767, 767]:	itsellesi - ты для себя
[768, 768]:	itsenäinen - самостоятельный
[769, 769]:	itsepalvelu - самообслуживание
[77, 77]:	alkohol - алкоголь
[770, 770]:	itsestään - само собой
[771, 771]:	itsetunto - самосознание (национальное kansallinen)
[772, 772]:	itä - восток
[773, 773]:	ja - и, да
[774, 774]:	jakelulaite - колонка
[775, 775]:	jaksaa - мочь, быть в силах
[776, 776]:	jalan - пешком
[777, 777]:	jalankulkija - пешеход
[778, 778]:	jalka - нога
[779, 779]:	jalkapallo - футбол
[78, 78]:	alkoholia - алкоголя
[780, 780]:	jalkapalloilija - футболист
[781, 781]:	jalkapallojoukkue - футбольная команда
[782, 782]:	jalkapallo-ottelu - футбольный матч
[783, 783]:	jalkapohja - стопа
[784, 784]:	jalkine - обувь
[785, 785]:	jalkineet - обувь (множ.)
[786, 786]:	jalkineita - обувьи
[787, 787]:	jalkinekauppa - обувной магазин
[788, 788]:	jalo - благородный
[789, 789]:	Japani - Япония
[79, 79]:	alku - начало
[790, 790]:	jarru - тормоз
[791, 791]:	jarrut - тормоза (от jarru)
[792, 792]:	jarrutusnestettä - тормозная жидкость
[793, 793]:	jarruvalo - стоп-сигнал
[794, 794]:	jatkaa - продолжать
[795, 795]:	jatkua - продолжаться
[796, 796]:	jatkuvasti - постоянно, непрерывно
[797, 797]:	jauhaa - молоть, размалывать
[798, 798]:	jauhelihapulla - котлета рубленая
[799, 799]:	jazz - джаз
[8, 8]:	aamutossut - тапки
[80, 80]:	alkupala - закуска
[800, 800]:	jo - уже
[801, 801]:	jogurtti - йогурт
[802, 802]:	johdinauto - троллейбус
[803, 803]:	johdinautopysäkki - остановка троллейбуса
[804, 804]:	johdos - производное слово
[805, 805]:	johdosta - с, вследствие
[806, 806]:	johtaa - вести, руководить
[807, 807]:	johtaja - руководитель
[808, 808]:	johtava - руководящий
[809, 809]:	johto - провод
[81, 81]:	alkupää - начало
[810, 810]:	johtokunta - дирекция, правление
[811, 811]:	johtua - происходить
[812, 812]:	joka - который, каждый
[813, 813]:	jokainen - каждый, который
[814, 814]:	jokapäiväinen - повседневный
[815, 815]:	joki - река, речка
[816, 816]:	jokin - кто-то, что-то, кто-нибудь, что-нибудь
